TABLE_NAME,COLUMN_NAME,NUM_NULLS,SISTEMA
AREAS_DEPTOS_FFON,CLAVE_AREA,0.0,SIRAC
AREAS_DEPTOS_FFON,DESCRIPCION,0.0,SIRAC
AREAS_DEPTOS_FFON,ADICIONADO_POR,0.0,SIRAC
AREAS_DEPTOS_FFON,FECHA_ADICION,0.0,SIRAC
AREAS_DEPTOS_FFON,MODIFICADO_POR,8.0,SIRAC
AREAS_DEPTOS_FFON,FECHA_MODIFICACION,8.0,SIRAC
ASI_RESERVED_NAMES,RN_RES_NAME,0.0,SIRAC
ASI_RESERVED_NAMES,RN_TYPE,0.0,SIRAC
ASI_RESERVED_NAMES,OBJECT_NAME,0.0,SIRAC
ASI_RESERVED_NAMES,ROWN_NUM,0.0,SIRAC
ASI_USERS,USERNAME,0.0,SIRAC
ASI_USERS,USER_ID,0.0,SIRAC
ASI_USERS,PASSWORD,0.0,SIRAC
ASI_USERS,DEFAULT_TABLESPACE,0.0,SIRAC
ASI_USERS,TEMPORARY_TABLESPACE,0.0,SIRAC
ASI_USERS,CREATED,0.0,SIRAC
ASI_USERS,PROFILE,0.0,SIRAC
ASI_USERS,FULLNAME,0.0,SIRAC
ASI_USERS,STATUS,0.0,SIRAC
BP_SC_OB_MOVIMIENTOS,OB_MOV_NO_OPERACION_ORABANKS,0.0,SIRAC
BP_SC_OB_MOVIMIENTOS,OB_MOV_OFICINA_ORIGEN,0.0,SIRAC
BP_SC_OB_MOVIMIENTOS,OB_MOV_FECHA_MVTO,0.0,SIRAC
BP_SC_OB_MOVIMIENTOS,OB_MOV_HORA_MVTO,0.0,SIRAC
BP_SC_OB_MOVIMIENTOS,OB_MOV_CODIGO_TRANSACCION,0.0,SIRAC
BP_SC_OB_MOVIMIENTOS,OB_MOV_CODIGO_EMPRESA,0.0,SIRAC
BP_SC_OB_MOVIMIENTOS,OB_MOV_OFICINA_DESTINO,0.0,SIRAC
BP_SC_OB_MOVIMIENTOS,OB_MOV_SUB_APLICACION,0.0,SIRAC
BP_SC_OB_MOVIMIENTOS,OB_MOV_NO_PRESTAMO,0.0,SIRAC
BP_SC_OB_MOVIMIENTOS,OB_MOV_NO_CLIENTE,0.0,SIRAC
BP_SC_OB_MOVIMIENTOS,OB_MOV_TOTAL_APLICADO,0.0,SIRAC
BP_SC_OB_MOVIMIENTOS,OB_MOV_MENSAJE_RETORNO,0.0,SIRAC
CA_AUTORIZACIONES,CODIGO_FUNCIONARIO,0.0,SIRAC
CA_AUTORIZACIONES,NUMERO_AUTORIZACION,0.0,SIRAC
